season,date,opponent,venue,score,outcome,scorers,competition,cup_round,game_no,comp_game_no,goals_for,goals_against,attendance,manager,referee,game_type,points,ssn_pts,ppg
1971/72,1971-09-22T00:00:00Z,Frome Town,A,0-3,L,NA,WSC,GB,11,5,0,3,NA,Frank Jacobs,NA,cup,NA,NA,NA
1971/72,1971-09-25T00:00:00Z,Frome Town,H,0-2,L,NA,WLP,NA,12,6,0,2,NA,Frank Jacobs,NA,league,0,13,2.1666666666666665
1971/72,1971-10-02T00:00:00Z,Bideford,A,1-3,L,Ralph Norton,WLP,NA,13,7,1,3,NA,Frank Jacobs,NA,league,0,13,1.8571428571428572
1971/72,1971-10-09T00:00:00Z,Taunton Town,A,1-1,D,Ian Henderson ,WLP,NA,14,8,1,1,NA,Frank Jacobs,NA,league,1,14,1.75
1971/72,1971-10-16T00:00:00Z,Bridgwater Town,A,3-3,D,"OG, Trevor Rhodes, Ian Henderson",WLP,NA,15,9,3,3,NA,Frank Jacobs,NA,league,1,15,1.6666666666666667
1971/72,1971-10-23T00:00:00Z,St Lukes College,H,0-1,L,NA,WLP,NA,16,10,0,1,NA,Frank Jacobs,NA,league,0,15,1.5
1971/72,1971-10-30T00:00:00Z,Frome Town,H,2-0,W,"Geoff Elliott, John Watkins",FAT,1Q,17,1,2,0,NA,Frank Jacobs,NA,cup,NA,NA,NA
1971/72,1971-11-06T00:00:00Z,Minehead,H,0-2,L,NA,WCC,1,18,1,0,2,NA,Frank Jacobs,NA,cup,NA,NA,NA
1971/72,1971-11-13T00:00:00Z,Salisbury,A,1-3,L,Ian Henderson,FAT,2Q,19,2,1,3,NA,Frank Jacobs,NA,cup,NA,NA,NA
1971/72,1971-11-27T00:00:00Z,Bridport,A,1-1,D,Ian Henderson,WLP,NA,20,11,1,1,NA,Dave Stone,NA,league,1,16,1.4545454545454546
1971/72,1971-12-04T00:00:00Z,Torquay United Reserves,A,3-2,W,"Geoff Elliott, Ian Henderson, Paul Hopkins",WLP,NA,21,12,3,2,NA,Dave Stone,NA,league,3,19,1.5833333333333333
1971/72,1971-12-11T00:00:00Z,Barnstaple Town,H,0-1,L,NA,WLP,NA,22,13,0,1,NA,Dave Stone,NA,league,0,19,1.4615384615384615
1971/72,1971-12-18T00:00:00Z,Glastonbury,H,1-1,D,Geoff Elliott,WSC,GB,23,6,1,1,NA,Dave Stone,NA,cup,NA,NA,NA
1971/72,1971-12-27T00:00:00Z,Weston-super-Mare,H,2-1,W,"Trevor Rhodes, Ian Henderson",WLP,NA,24,14,2,1,NA,Dave Stone,NA,league,3,22,1.5714285714285714
1971/72,1972-01-01T00:00:00Z,Frome Town,H,2-2,D,"Trevor Rhodes, Geoff Elliott",WSC,GB,25,7,2,2,NA,Dave Stone,NA,cup,NA,NA,NA
1971/72,1972-01-08T00:00:00Z,Taunton Town,H,3-3,D,"Ian Henderson 2, Dave Stone",WLP,NA,26,15,3,3,NA,Dave Stone,NA,league,1,23,1.5333333333333334
1971/72,1972-01-22T00:00:00Z,Devizes Town,H,1-0,W,Trevor Rhodes,WLP,NA,27,16,1,0,NA,Dave Stone,NA,league,3,26,1.625
1971/72,1972-01-29T00:00:00Z,Minehead,A,0-1,L,NA,WLP,NA,28,17,0,1,NA,Dave Stone,NA,league,0,26,1.5294117647058822
1971/72,1972-02-05T00:00:00Z,Bideford,H,0-1,L,NA,WLP,NA,29,18,0,1,NA,Dave Stone,NA,league,0,26,1.4444444444444444
1971/72,1972-02-19T00:00:00Z,Devizes Town,A,2-0,W,"Geoff Elliott, Trevor Rhodes",WLP,NA,30,19,2,0,NA,Dave Stone,NA,league,3,29,1.5263157894736843
1971/72,1972-02-26T00:00:00Z,Weston-super-Mare,A,3-4,L,"Trevor Rhodes, Ian Henderson 2",WLP,NA,31,20,3,4,NA,Dave Stone,NA,league,0,29,1.45
1971/72,1972-03-11T00:00:00Z,Glastonbury,H,1-7,L,G Anderton,SProC,1,32,1,1,7,NA,Dave Stone,NA,cup,NA,NA,NA
1971/72,1972-03-18T00:00:00Z,Dorchester Town,H,3-1,W,"Trevor Rhodes 2, Ian Henderson",WSC,GB,33,8,3,1,NA,Dave Stone,NA,cup,NA,NA,NA
1971/72,1972-03-31T00:00:00Z,Glastonbury,H,1-0,W,Phil Steeds,WLP,NA,34,21,1,0,NA,Dave Stone,NA,league,3,32,1.5238095238095237
1971/72,1972-04-03T00:00:00Z,Glastonbury,A,1-2,L,Ian Henderson,WLP,NA,35,22,1,2,NA,Dave Stone,NA,league,0,32,1.4545454545454546
1971/72,1972-04-08T00:00:00Z,Bridport,A,2-1,W,Ian Henderson 2,WSC,GB,36,9,2,1,NA,Dave Stone,NA,cup,NA,NA,NA
1971/72,1972-04-12T00:00:00Z,Bridport,H,1-0,W,Ian Henderson,WSC,GB,37,10,1,0,NA,Dave Stone,NA,cup,NA,NA,NA
1971/72,1972-04-16T00:00:00Z,Frome Town,A,1-1,D,Ian Henderson,WLP,NA,38,23,1,1,NA,Dave Stone,NA,league,1,33,1.434782608695652
1971/72,1972-04-20T00:00:00Z,Dorchester Town,A,1-1,D,Ian Henderson,WSC,GB,39,11,1,1,NA,Dave Stone,NA,cup,NA,NA,NA
1971/72,1972-04-26T00:00:00Z,Minehead,H,1-3,L,Trevor Rhodes,WLP,NA,40,24,1,3,NA,Dave Stone,NA,league,0,33,1.375
1971/72,1972-04-27T00:00:00Z,St Lukes College,A,2-2,D,"Geoff Elliott, Trevor Rhodes",WLP,NA,41,25,2,2,NA,Dave Stone,NA,league,1,34,1.36
1971/72,1972-04-29T00:00:00Z,Devizes Town,A,0-1,L,NA,WSC,GB,42,12,0,1,NA,Dave Stone,NA,cup,NA,NA,NA
1971/72,1972-05-01T00:00:00Z,Dorchester Town,H,2-1,W,"Phil Steeds, Ian Henderson",WLP,NA,43,26,2,1,NA,Dave Stone,NA,league,3,37,1.4230769230769231
1972/73,1972-08-12T00:00:00Z,Devizes Town,H,0-1,L,NA,WSC,GB,1,1,0,1,NA,Dave Stone,NA,cup,NA,NA,NA
1972/73,1972-08-16T00:00:00Z,Avon Bradford,A,4-3,W,"Ian Henderson, Colin Calloway, Steve Gay, OG",WSC,GB,2,2,4,3,NA,Dave Stone,NA,cup,NA,NA,NA
1972/73,1972-08-19T00:00:00Z,Frome Town,H,0-0,D,NA,WSC,GB,3,3,0,0,NA,Dave Stone,NA,cup,NA,NA,NA
1972/73,1972-08-23T00:00:00Z,Devizes Town,A,0-2,L,NA,WSC,GB,4,4,0,2,NA,Dave Stone,NA,cup,NA,NA,NA
1972/73,1972-08-26T00:00:00Z,Frome Town,A,1-3,L,Colin Calloway,WSC,GB,5,5,1,3,NA,Dave Stone,NA,cup,NA,NA,NA
1972/73,1972-08-28T00:00:00Z,Avon Bradford,H,2-1,W,Colin Calloway 2,WSC,GB,6,6,2,1,NA,Dave Stone,NA,cup,NA,NA,NA
1972/73,1972-09-02T00:00:00Z,Melksham Town,H,2-0,W,Colin Calloway 2,FAC,P,7,1,2,0,NA,Dave Stone,NA,cup,NA,NA,NA
1972/73,1972-09-09T00:00:00Z,Bridport,A,1-2,L,Ian Henderson,WLP,NA,8,1,1,2,NA,Dave Stone,NA,league,0,0,0
1972/73,1972-09-16T00:00:00Z,Poole Town,H,2-0,W,Ian Henderson 2,FAC,1Q,9,2,2,0,NA,Dave Stone,NA,cup,NA,NA,NA
1972/73,1972-09-23T00:00:00Z,Taunton Town,A,0-2,L,NA,WLP,NA,10,2,0,2,NA,Dave Stone,NA,league,0,0,0
1972/73,1972-09-24T00:00:00Z,Harrow Hill,H,6-0,W,"Ian Henderson 4, Dave Stone, Colin Calloway",PC,P,11,1,6,0,NA,Dave Stone,NA,cup,NA,NA,NA
1972/73,1972-09-30T00:00:00Z,Barnstaple Town,H,4-2,W,Ian Henderson 4,FAT,1Q,12,1,4,2,NA,Dave Stone,NA,cup,NA,NA,NA
1972/73,1972-10-07T00:00:00Z,Frome Town,A,1-1,D,Ian Henderson,FAC,2Q,13,3,1,1,NA,Dave Stone,NA,cup,NA,NA,NA
1972/73,1972-10-11T00:00:00Z,Frome Town,H,0-1,L,NA,FAC,2QR,14,4,0,1,NA,Dave Stone,NA,cup,NA,NA,NA
1972/73,1972-10-14T00:00:00Z,Ashtonians United,H,2-1,W,"Steve Gay, Dave Stone",WLP,NA,15,3,2,1,NA,Dave Stone,NA,league,3,3,1
1972/73,1972-10-21T00:00:00Z,Bristol City Colts,A,3-1,W,"OG, Dave Stone, Ian Hamilton",WLP,NA,16,4,3,1,NA,Dave Stone,NA,league,3,6,1.5
1972/73,1972-10-28T00:00:00Z,Wadebridge Town,A,3-2,W,"Eric Jordan, Trevor Rhodes 2",FAT,2,17,2,3,2,NA,Dave Stone,NA,cup,NA,NA,NA
1972/73,1972-11-04T00:00:00Z,Exeter City Reserves,H,2-2,D,Ian Henderson 2,WLP,NA,18,5,2,2,NA,Dave Stone,NA,league,1,7,1.4
1972/73,1972-11-11T00:00:00Z,Merthyr Tydfil,A,0-3,L,NA,FAT,3,19,3,0,3,NA,Dave Stone,NA,cup,NA,NA,NA
1972/73,1972-11-18T00:00:00Z,Frome Town,H,3-1,W,"Dave Stone, Ian Henderson 2",WLP,NA,20,6,3,1,NA,Dave Stone,NA,league,3,10,1.6666666666666667
1972/73,1972-11-25T00:00:00Z,Avon Bradford,H,4-0,W,"Steve Gay, Trevor Rhodes, Dave Stone 2 (2p)",WLP,NA,21,7,4,0,NA,Dave Stone,NA,league,3,13,1.8571428571428572
1972/73,1972-12-09T00:00:00Z,Bridport,H,2-1,W,Trevor Rhodes 2,WLP,NA,22,8,2,1,NA,Dave Stone,NA,league,3,16,2
1972/73,1972-12-16T00:00:00Z,Mangotsfield United,A,0-2,L,NA,WLP,NA,23,9,0,2,NA,Dave Stone,NA,league,0,16,1.7777777777777777
1972/73,1972-12-17T00:00:00Z,Viney St Swithens,H,1-0,W,Kelvin Grainger,PC,1,24,2,1,0,NA,Dave Stone,NA,cup,NA,NA,NA
1972/73,1972-12-26T00:00:00Z,Weston-super-Mare,A,0-2,L,NA,WLP,NA,25,10,0,2,NA,Dave Stone,NA,league,0,16,1.6
1972/73,1973-01-06T00:00:00Z,Bridgwater Town,H,0-1,L,NA,WLP,NA,26,11,0,1,NA,Dave Stone,NA,league,0,16,1.4545454545454546
1972/73,1973-01-13T00:00:00Z,Weston-super-Mare,H,1-1,D,Ian Hamilton,WLP,NA,27,12,1,1,NA,Dave Stone,NA,league,1,17,1.4166666666666667
1972/73,1973-01-20T00:00:00Z,Exeter City Reserves,A,1-0,W,Kelvin Grainger,WLP,NA,28,13,1,0,NA,Dave Stone,NA,league,3,20,1.5384615384615385
1972/73,1973-01-27T00:00:00Z,Bridgwater Town,A,0-2,L,NA,WLP,NA,29,14,0,2,NA,Dave Stone,NA,league,0,20,1.4285714285714286
1972/73,1973-01-28T00:00:00Z,Greenway Sports,H,0-1,L,NA,PC,2,30,3,0,1,NA,Dave Stone,NA,cup,NA,NA,NA
1972/73,1973-02-03T00:00:00Z,Taunton Town,H,0-1,L,NA,WLP,NA,31,15,0,1,NA,Dave Stone,NA,league,0,20,1.3333333333333333
1972/73,1973-02-10T00:00:00Z,St Lukes College,A,2-2,D,"Trevor Rhodes, Dave Stone",WLP,NA,32,16,2,2,NA,Dave Stone,NA,league,1,21,1.3125
1972/73,1973-02-14T00:00:00Z,Yeovil Town,A,0-4,L,NA,SProC,1,33,1,0,4,NA,Dave Stone,NA,cup,NA,NA,NA
1972/73,1973-02-17T00:00:00Z,Bristol City Colts,H,1-1,D,Steve Gay,WLP,NA,34,17,1,1,NA,Dave Stone,NA,league,1,22,1.2941176470588236
1972/73,1973-02-25T00:00:00Z,Ashtonians United,A,1-1,D,Steve Gay,WLP,NA,35,18,1,1,NA,Dave Stone,NA,league,1,23,1.2777777777777777
1972/73,1973-03-04T00:00:00Z,Devizes Town,A,1-2,L,Kelvin Grainger,WLP,NA,36,19,1,2,NA,Dave Stone,NA,league,0,23,1.2105263157894737
1972/73,1973-03-10T00:00:00Z,Barnstaple Town,H,1-3,L,Steve Gay,WLP,NA,37,20,1,3,NA,Dave Stone,NA,league,0,23,1.15
1972/73,1973-03-17T00:00:00Z,Torquay United Reserves,A,2-2,D,"Bill Richards, Keith Huggins",WLP,NA,38,21,2,2,NA,Dave Stone,NA,league,1,24,1.1428571428571428
1972/73,1973-03-24T00:00:00Z,Barnstaple Town,A,0-2,L,NA,WLP,NA,39,22,0,2,NA,Dave Stone,NA,league,0,24,1.0909090909090908
1972/73,1973-03-31T00:00:00Z,Avon Bradford,A,2-1,W,Bill Richards 2,WLP,NA,40,23,2,1,NA,Dave Stone,NA,league,3,27,1.173913043478261
1972/73,1973-04-04T00:00:00Z,Mangotsfield United,H,0-1,L,NA,WLP,NA,41,24,0,1,NA,Dave Stone,NA,league,0,27,1.125
1972/73,1973-04-07T00:00:00Z,Torquay United Reserves,H,0-0,D,NA,WLP,NA,42,25,0,0,NA,Dave Stone,NA,league,1,28,1.12
1972/73,1973-04-14T00:00:00Z,Frome Town,A,1-0,W,John Watkins,WLP,NA,43,26,1,0,NA,Dave Stone,NA,league,3,31,1.1923076923076923
1972/73,1973-04-20T00:00:00Z,Glastonbury,H,1-3,L,John Watkins,WLP,NA,44,27,1,3,NA,Dave Stone,NA,league,0,31,1.1481481481481481
1972/73,1973-04-21T00:00:00Z,Devizes Town,H,2-1,W,"Bill Richards, Ian Hamilton",WLP,NA,45,28,2,1,NA,Dave Stone,NA,league,3,34,1.2142857142857142
1972/73,1973-04-23T00:00:00Z,Glastonbury,A,2-2,D,Bill Richards 2,WLP,NA,46,29,2,2,NA,Dave Stone,NA,league,1,35,1.206896551724138
1972/73,1973-04-29T00:00:00Z,St Lukes College,H,0-1,L,NA,WLP,NA,47,30,0,1,NA,Dave Stone,NA,league,0,35,1.1666666666666667
1973/74,1973-08-11T00:00:00Z,Ashtonians United,H,2-1,W,Ian Henderson 2,WLP,NA,1,1,2,1,NA,Dave Stone,NA,league,3,3,3
1973/74,1973-08-15T00:00:00Z,Devizes Town,A,2-2,D,"Ian Henderson, Colin Calloway",WLP,NA,2,2,2,2,NA,Dave Stone,NA,league,1,4,2
1973/74,1973-08-18T00:00:00Z,Mangotsfield United,H,1-1,D,Ian Henderson,WLP,NA,3,3,1,1,NA,Dave Stone,NA,league,1,5,1.6666666666666667
1973/74,1973-08-25T00:00:00Z,Exeter City Reserves,H,2-2,D,"Geoff Elliott, Dave Stone",WLP,NA,4,4,2,2,NA,Dave Stone,NA,league,1,6,1.5
1973/74,1973-08-29T00:00:00Z,Chippenham Town,H,1-0,W,Colin Calloway,WLP,NA,5,5,1,0,NA,Dave Stone,NA,league,3,9,1.8
1973/74,1973-09-01T00:00:00Z,Mangotsfield United,H,1-4,L,Geoff Elliott,FAC,P,6,1,1,4,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1973-09-05T00:00:00Z,Chippenham Town,A,4-0,W,"Trevor Rhodes 2, Mike Roberts 2",WLP,NA,7,6,4,0,NA,Dave Stone,NA,league,3,12,2
1973/74,1973-09-08T00:00:00Z,Tiverton Town,H,2-1,W,"Ian Henderson, Colin Calloway",WLP,NA,8,7,2,1,NA,Dave Stone,NA,league,3,15,2.142857142857143
1973/74,1973-09-12T00:00:00Z,Keynsham Town,H,2-0,W,"Elliott, Ian Henderson",WLP,NA,9,8,2,0,NA,Dave Stone,NA,league,3,18,2.25
1973/74,1973-09-15T00:00:00Z,Tiverton Town,A,2-1,W,"Dave Stone, Geoff Elliott",WLP,NA,10,9,2,1,NA,Dave Stone,NA,league,3,21,2.3333333333333335
1973/74,1973-09-22T00:00:00Z,Devizes Town,H,1-0,W,Ian Henderson,WLP,NA,11,10,1,0,NA,Dave Stone,NA,league,3,24,2.4
1973/74,1973-09-29T00:00:00Z,Bridport,A,0-2,L,NA,WLP,NA,12,11,0,2,NA,Dave Stone,NA,league,0,24,2.1818181818181817
1973/74,1973-10-06T00:00:00Z,Avon Bradford,H,2-1,W,"Ian Henderson, Colin Calloway",WLP,NA,13,12,2,1,NA,Dave Stone,NA,league,3,27,2.25
1973/74,1973-10-13T00:00:00Z,Bridport,H,1-1,D,Geoff Elliott,FAT,1Q,14,1,1,1,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1973-10-20T00:00:00Z,Exmouth Town,A,2-0,W,"Ian Henderson, Trevor Rhodes",WLP,NA,15,13,2,0,NA,Dave Stone,NA,league,3,30,2.3076923076923075
1973/74,1973-10-25T00:00:00Z,Bridport,A,2-0,W,"Ian Henderson, Colin Calloway",FAT,1QR,16,2,2,0,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1973-10-28T00:00:00Z,Bodmin Town,A,3-0,W,"Kelvin Grainger, Colin Calloway, Geoff Elliott",PC,1,17,1,3,0,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1973-11-03T00:00:00Z,Taunton Town,H,0-2,L,NA,WLP,NA,18,14,0,2,NA,Dave Stone,NA,league,0,30,2.142857142857143
1973/74,1973-11-10T00:00:00Z,Wadebridge Town,H,4-0,W,"Colin Calloway 3, Geoff Elliott",FAT,2Q,19,3,4,0,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1973-11-17T00:00:00Z,Exeter City Reserves,A,4-1,W,"Ian Henderson, Steve Coles, Geoff Elliott, Colin Calloway",WLP,NA,20,15,4,1,NA,Dave Stone,NA,league,3,33,2.2
1973/74,1973-12-01T00:00:00Z,Dorchester Town,H,3-0,W,"Trevor Rhodes, Colin Calloway 2",FAT,3Q,21,4,3,0,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1973-12-08T00:00:00Z,Ashtonians United,A,2-0,W,"Steve Coles, Ian Henderson",WLP,NA,22,16,2,0,NA,Dave Stone,NA,league,3,36,2.25
1973/74,1973-12-15T00:00:00Z,Keynsham Town,A,4-0,W,"Colin Calloway 2, Ian Henderson, Dave Stone",WLP,NA,23,17,4,0,NA,Dave Stone,NA,league,3,39,2.2941176470588234
1973/74,1973-12-16T00:00:00Z,Holsworthy,H,4-2,W,"Colin Calloway 2, Ian Henderson 2",PC,2,24,2,4,2,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1973-12-26T00:00:00Z,Frome Town,H,1-0,W,Colin Calloway,WLP,NA,25,18,1,0,NA,Dave Stone,NA,league,3,42,2.3333333333333335
1973/74,1973-12-29T00:00:00Z,Weston-super-Mare,A,3-1,W,"Colin Calloway, Ian Henderson, Steve Coles",WLP,NA,26,19,3,1,NA,Dave Stone,NA,league,3,45,2.3684210526315788
1973/74,1974-01-01T00:00:00Z,Frome Town,A,3-0,W,"Ian Henderson, Colin Calloway 2",WLP,NA,27,20,3,0,NA,Dave Stone,NA,league,3,48,2.4
1973/74,1974-01-12T00:00:00Z,Merthyr Tydfil,A,3-3,D,Colin Calloway 3,FAT,1,28,5,3,3,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1974-01-19T00:00:00Z,Merthyr Tydfil,H,0-3,L,NA,FAT,1R,29,6,0,3,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1974-01-27T00:00:00Z,Bridport,H,0-1,L,NA,WLP,NA,30,21,0,1,NA,Dave Stone,NA,league,0,48,2.2857142857142856
1973/74,1974-02-03T00:00:00Z,Cinderford Town,A,1-3,L,Colin Calloway,PC,QF,31,3,1,3,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1974-02-17T00:00:00Z,Street,H,12-0,W,"Dave Stone, Trevor Rhodes 2, Colin Calloway 4, Geoff Elliott, Keith Watkins, Ian Henderson 3",SPC,1,32,1,12,0,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1974-02-24T00:00:00Z,Barnstaple Town,H,3-0,W,"Ian Henderson 2, Steve Coles",WLP,NA,33,22,3,0,NA,Dave Stone,NA,league,3,51,2.3181818181818183
1973/74,1974-03-02T00:00:00Z,Dawlish,H,4-0,W,"Colin Calloway 3, Kelvin Grainger",WLP,NA,34,23,4,0,NA,Dave Stone,NA,league,3,54,2.347826086956522
1973/74,1974-03-09T00:00:00Z,Taunton Town,A,2-0,W,Ian Henderson 2,WLP,NA,35,24,2,0,NA,Dave Stone,NA,league,3,57,2.375
1973/74,1974-03-16T00:00:00Z,Minehead,A,0-5,L,NA,SPC,2,36,2,0,5,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1974-03-24T00:00:00Z,St Lukes College,H,2-1,W,Colin Calloway 2,WLP,NA,37,25,2,1,NA,Dave Stone,NA,league,3,60,2.4
1973/74,1974-03-30T00:00:00Z,Avon Bradford,A,3-0,W,"Colin Calloway, Kelvin Grainger, Trevor Rhodes",WLP,NA,38,26,3,0,NA,Dave Stone,NA,league,3,63,2.423076923076923
1973/74,1974-04-06T00:00:00Z,Dawlish,A,2-0,W,"Ian Henderson, Colin Calloway",WLP,NA,39,27,2,0,NA,Dave Stone,NA,league,3,66,2.4444444444444446
1973/74,1974-04-12T00:00:00Z,Glastonbury,H,2-1,W,"Ian Henderson, Colin Calloway",WLP,NA,40,28,2,1,NA,Dave Stone,NA,league,3,69,2.4642857142857144
1973/74,1974-04-13T00:00:00Z,Exmouth Town,H,6-0,W,"Trevor Rhodes 2, Ian Henderson, Bob Walker, Colin Calloway 2",WLP,NA,41,29,6,0,NA,Dave Stone,NA,league,3,72,2.4827586206896552
1973/74,1974-04-15T00:00:00Z,Glastonbury,A,1-4,L,Trevor Rhodes (p),WLP,NA,42,30,1,4,NA,Dave Stone,NA,league,0,72,2.4
1973/74,1974-04-20T00:00:00Z,Mangotsfield United,A,2-2,D,"Ian Henderson, Millard (OG)",WLP,NA,43,31,2,2,NA,Dave Stone,NA,league,1,73,2.3548387096774195
1973/74,1974-04-24T00:00:00Z,Weston-super-Mare,H,5-4,W,"Colin Calloway 3, Ian Henderson 2",WLP,NA,44,32,5,4,NA,Dave Stone,NA,league,3,76,2.375
1973/74,1974-04-27T00:00:00Z,St Lukes College,A,1-0,W,Simon Wellington,WLP,NA,45,33,1,0,NA,Dave Stone,NA,league,3,79,2.393939393939394
1973/74,1974-04-30T00:00:00Z,Bridgwater Town,A,3-3,D,Colin Calloway 3,WLP,NA,46,34,3,3,NA,Dave Stone,NA,league,1,80,2.3529411764705883
1973/74,1974-05-05T00:00:00Z,Bridgwater Town,H,2-0,W,Ian Henderson 2,WLP,NA,47,35,2,0,NA,Dave Stone,NA,league,3,83,2.3714285714285714
1973/74,1974-05-11T00:00:00Z,Barnstaple Town,A,2-1,W,"Colin Calloway, Ian Henderson",WLP,NA,48,36,2,1,NA,Dave Stone,NA,league,3,86,2.388888888888889
1974/75,1974-08-17T00:00:00Z,Taunton Town,H,3-3,D,"Colin Calloway 2, Trevor Rhodes",AYC,FL1,1,1,3,3,NA,Dave Stone,NA,cup,NA,NA,NA
1974/75,1974-08-20T00:00:00Z,Paulton Rovers,A,0-0,D,NA,WLP,NA,2,1,0,0,NA,Dave Stone,NA,league,1,1,1
1974/75,1974-08-24T00:00:00Z,Taunton Town,A,2-5,L,"Colin Calloway, Ian Henderson",AYC,FL2,3,2,2,5,NA,Dave Stone,NA,cup,NA,NA,NA
1974/75,1974-08-28T00:00:00Z,Clevedon,H,3-2,W,"Trevor Rhodes, Ian Henderson",WLP,NA,4,2,3,2,NA,Dave Stone,NA,league,3,4,2
1974/75,1974-08-31T00:00:00Z,Melksham Town,H,1-1,D,Colin Calloway,WLP,NA,5,3,1,1,NA,Dave Stone,NA,league,1,5,1.6666666666666667
1974/75,1974-09-04T00:00:00Z,Keynsham Town,H,4-0,W,"Colin Calloway, Ian Henderson 3",WLP,NA,6,4,4,0,NA,Dave Stone,NA,league,3,8,2
1974/75,1974-09-07T00:00:00Z,Chippenham Town,A,3-0,W,"Derrick Vaughan 2, Ian Henderson",WLP,NA,7,5,3,0,NA,NA,NA,league,3,11,2.2
1974/75,1974-09-11T00:00:00Z,Keynsham Town,A,4-2,W,"Ian Henderson 2, Colin Calloway 2",WLP,NA,8,6,4,2,NA,Arnold Rodgers,NA,league,3,14,2.3333333333333335
1974/75,1974-09-14T00:00:00Z,Frome Town,H,1-1,D,Trevor Rhodes,FAC,1Q,9,1,1,1,NA,Arnold Rodgers,NA,cup,NA,NA,NA
1974/75,1974-09-18T00:00:00Z,Frome Town,A,2-1,W,"Ian Henderson, Kelvin Grainger",FAC,1QR,10,2,2,1,NA,Arnold Rodgers,NA,cup,NA,NA,NA
1974/75,1974-09-21T00:00:00Z,Cinderford Town,H,3-5,L,"Ian Henderson 2, Kelvin Grainger",FAT,P,11,1,3,5,NA,Arnold Rodgers,NA,cup,NA,NA,NA
1974/75,1974-09-28T00:00:00Z,Wycombe Wanderers,H,1-5,L,Derrick Vaughan,RC,F,12,1,1,5,NA,Arnold Rodgers,NA,cup,NA,NA,NA
1974/75,1974-10-05T00:00:00Z,Weymouth,A,1-7,L,Jeff Elliott,FAC,2Q,13,3,1,7,NA,Arnold Rodgers,NA,cup,NA,NA,NA
1974/75,1974-10-12T00:00:00Z,Mangotsfield United,A,0-0,D,NA,WLP,NA,14,7,0,0,NA,Arnold Rodgers,NA,league,1,15,2.142857142857143
1974/75,1974-10-19T00:00:00Z,Westland-Yeovil,H,2-1,W,"Chris Slateford, Ian Henderson",WLP,NA,15,8,2,1,NA,Arnold Rodgers,NA,league,3,18,2.25
1974/75,1974-10-26T00:00:00Z,St Lukes College,A,1-1,D,Trevor Rhodes,WLP,NA,16,9,1,1,NA,Arnold Rodgers,NA,league,1,19,2.111111111111111
1974/75,1974-11-02T00:00:00Z,Exmouth Town,H,2-1,W,"Ian Henderson, Terry Burt",WLP,NA,17,10,2,1,NA,Arnold Rodgers,NA,league,3,22,2.2
1974/75,1974-11-09T00:00:00Z,Westland-Yeovil,A,1-2,L,OG,WLP,NA,18,11,1,2,NA,Arnold Rodgers,NA,league,0,22,2
1974/75,1974-11-16T00:00:00Z,Chippenham Town,H,4-0,W,"Bob Tossell, Ian Henderson 2, Trevor Rhodes",WLP,NA,19,12,4,0,NA,Arnold Rodgers,NA,league,3,25,2.0833333333333335
1974/75,1974-11-23T00:00:00Z,Bridport,A,3-0,W,"Derrick Vaughan, Ian Henderson, Geoff Elliott",WLP,NA,20,13,3,0,NA,Arnold Rodgers,NA,league,3,28,2.1538461538461537
1974/75,1974-11-30T00:00:00Z,Bridgwater Town,H,0-2,L,NA,WLP,NA,21,14,0,2,NA,Arnold Rodgers,NA,league,0,28,2
1974/75,1974-12-07T00:00:00Z,Exmouth Town,A,1-1,D,Johnny Pine,WLP,NA,22,15,1,1,NA,Arnold Rodgers,NA,league,1,29,1.9333333333333333
1974/75,1974-12-14T00:00:00Z,St Lukes College,H,4-0,W,"Keith Watkins, Ian Henderson 2, Trevor Rhodes",WLP,NA,23,16,4,0,NA,Arnold Rodgers,NA,league,3,32,2
1974/75,1974-12-26T00:00:00Z,Frome Town,A,1-0,W,Ian Henderson,WLP,NA,24,17,1,0,NA,Arnold Rodgers,NA,league,3,35,2.0588235294117645
1974/75,1974-12-28T00:00:00Z,Taunton Town,A,0-6,L,NA,WLP,NA,25,18,0,6,NA,Arnold Rodgers,NA,league,0,35,1.9444444444444444
1974/75,1975-01-01T00:00:00Z,Frome Town,H,1-2,L,Keith Watkins,WLP,NA,26,19,1,2,NA,Arnold Rodgers,NA,league,0,35,1.8421052631578947
1974/75,1975-01-04T00:00:00Z,Dawlish,A,6-2,W,"Ian Henderson 4, Chris Slateford, Paul Ford",WLP,NA,27,20,6,2,NA,Arnold Rodgers,NA,league,3,38,1.9
1974/75,1975-01-11T00:00:00Z,Devizes Town,H,1-0,W,Ian Henderson,WLP,NA,28,21,1,0,NA,Arnold Rodgers,NA,league,3,41,1.9523809523809523
